user_id,event_name,user_type,device,timestamp
user_50,signup_start,doctor,mobile,32:42.0
user_50,signup_complete,doctor,mobile,36:42.0
user_51,app_open,patient,web,32:42.0
user_51,signup_start,patient,web,34:42.0
user_51,signup_complete,patient,web,37:42.0
user_51,book_appointment,patient,web,47:42.0
user_51,cancel_appointment,patient,web,50:42.0
user_51,submit_feedback,patient,web,51:42.0
user_52,app_open,doctor,mobile,32:42.0
user_52,signup_start,doctor,mobile,36:42.0
user_53,app_open,patient,web,32:42.0
user_53,signup_start,patient,web,34:42.0
user_53,signup_complete,patient,web,36:42.0
user_53,book_appointment,patient,web,38:42.0
user_53,submit_feedback,patient,web,46:42.0
user_54,app_open,doctor,web,32:42.0
user_54,signup_start,doctor,web,33:42.0
user_55,app_open,patient,mobile,32:42.0
user_55,signup_start,patient,mobile,36:42.0
user_55,signup_complete,patient,mobile,39:42.0
user_55,book_appointment,patient,mobile,46:42.0
user_56,app_open,doctor,mobile,32:42.0
user_56,signup_start,doctor,mobile,36:42.0
user_56,signup_complete,doctor,mobile,38:42.0
user_57,app_open,patient,web,32:42.0
user_57,signup_start,patient,web,35:42.0
user_57,signup_complete,patient,web,40:42.0
user_57,book_appointment,patient,web,46:42.0
user_57,submit_feedback,patient,web,53:42.0
user_58,app_open,doctor,mobile,32:42.0
user_58,signup_start,doctor,mobile,34:42.0
user_59,app_open,patient,web,32:42.0
user_59,signup_start,patient,web,36:42.0
user_60,app_open,doctor,web,32:42.0
user_60,signup_start,doctor,web,33:42.0
user_60,signup_complete,doctor,web,35:42.0
user_60,book_appointment,doctor,web,42:42.0
user_60,submit_feedback,doctor,web,48:42.0
user_61,app_open,patient,web,32:42.0
user_61,signup_start,patient,web,35:42.0
user_61,signup_complete,patient,web,40:42.0
user_61,book_appointment,patient,web,43:42.0
user_61,submit_feedback,patient,web,47:42.0
user_62,app_open,patient,mobile,32:42.0
user_62,signup_start,patient,mobile,35:42.0
user_63,app_open,doctor,mobile,32:42.0
user_63,signup_start,doctor,mobile,37:42.0
user_63,signup_complete,doctor,mobile,41:42.0
user_63,submit_feedback,doctor,mobile,53:42.0
user_64,app_open,patient,mobile,32:42.0
user_64,signup_start,patient,mobile,33:42.0
user_65,app_open,doctor,mobile,32:42.0
user_65,signup_start,doctor,mobile,34:42.0
user_65,signup_complete,doctor,mobile,39:42.0
user_65,book_appointment,doctor,mobile,48:42.0
user_65,submit_feedback,doctor,mobile,54:42.0
user_66,app_open,doctor,mobile,32:42.0
user_66,signup_start,doctor,mobile,32:42.0
user_67,app_open,doctor,mobile,32:42.0
user_67,signup_start,doctor,mobile,34:42.0
user_67,signup_complete,doctor,mobile,35:42.0
user_68,app_open,patient,mobile,32:42.0
user_68,signup_start,patient,mobile,37:42.0
user_68,signup_complete,patient,mobile,42:42.0
user_68,book_appointment,patient,mobile,52:42.0
user_68,submit_feedback,patient,mobile,50:42.0
user_69,app_open,doctor,web,32:42.0
user_69,signup_start,doctor,web,32:42.0
user_69,signup_complete,doctor,web,33:42.0
user_69,book_appointment,doctor,web,40:42.0
user_69,submit_feedback,doctor,web,45:42.0
user_70,app_open,patient,web,32:42.0
user_70,signup_start,patient,web,33:42.0
user_70,signup_complete,patient,web,35:42.0
user_71,app_open,patient,mobile,32:42.0
user_71,signup_start,patient,mobile,37:42.0
user_71,signup_complete,patient,mobile,42:42.0
user_71,book_appointment,patient,mobile,51:42.0
user_71,cancel_appointment,patient,mobile,57:42.0
user_71,submit_feedback,patient,mobile,47:42.0
user_72,app_open,doctor,web,32:42.0
user_72,signup_start,doctor,web,36:42.0
user_72,signup_complete,doctor,web,40:42.0
user_73,app_open,patient,mobile,32:42.0
user_73,signup_start,patient,mobile,34:42.0
user_73,signup_complete,patient,mobile,35:42.0
user_73,book_appointment,patient,mobile,38:42.0
user_73,submit_feedback,patient,mobile,45:42.0
user_74,app_open,patient,web,32:42.0
user_74,signup_start,patient,web,32:42.0
user_74,signup_complete,patient,web,33:42.0
user_74,book_appointment,patient,web,40:42.0
user_74,submit_feedback,patient,web,38:42.0
user_75,app_open,patient,web,32:42.0
user_75,signup_start,patient,web,33:42.0
user_76,app_open,doctor,web,32:42.0
user_77,app_open,patient,web,32:42.0
user_77,signup_start,patient,web,34:42.0
user_77,signup_complete,patient,web,37:42.0
user_77,submit_feedback,patient,web,45:42.0
user_78,app_open,patient,web,32:42.0
user_78,signup_start,patient,web,36:42.0
user_79,app_open,patient,web,32:42.0
user_80,app_open,doctor,mobile,32:42.0
user_80,signup_start,doctor,mobile,36:42.0
user_80,signup_complete,doctor,mobile,40:42.0
user_80,book_appointment,doctor,mobile,42:42.0
user_80,submit_feedback,doctor,mobile,54:42.0
user_81,app_open,patient,web,32:42.0
user_81,signup_start,patient,web,35:42.0
user_82,app_open,patient,mobile,32:42.0
user_82,signup_start,patient,mobile,33:42.0
user_82,signup_complete,patient,mobile,34:42.0
user_82,book_appointment,patient,mobile,43:42.0
user_82,cancel_appointment,patient,mobile,49:42.0
user_83,app_open,doctor,web,32:42.0
user_83,signup_start,doctor,web,33:42.0
user_83,signup_complete,doctor,web,34:42.0
user_83,book_appointment,doctor,web,40:42.0
user_83,submit_feedback,doctor,web,41:42.0
user_84,app_open,patient,mobile,32:42.0
user_84,signup_start,patient,mobile,35:42.0
user_85,app_open,doctor,web,32:42.0
user_85,signup_start,doctor,web,32:42.0
user_86,app_open,patient,mobile,32:42.0
user_86,signup_start,patient,mobile,35:42.0
user_87,app_open,patient,mobile,32:42.0
user_87,signup_start,patient,mobile,36:42.0
user_88,app_open,patient,web,32:42.0
user_88,signup_start,patient,web,34:42.0
user_89,app_open,doctor,web,32:42.0
user_89,signup_start,doctor,web,35:42.0
user_90,app_open,doctor,web,32:42.0
user_90,signup_start,doctor,web,34:42.0
user_90,signup_complete,doctor,web,36:42.0
user_90,submit_feedback,doctor,web,43:42.0
user_91,app_open,patient,mobile,32:42.0
user_91,signup_start,patient,mobile,35:42.0
user_92,app_open,doctor,mobile,32:42.0
user_92,signup_start,doctor,mobile,33:42.0
user_93,app_open,patient,web,32:42.0
user_93,signup_start,patient,web,37:42.0
user_94,app_open,patient,web,32:42.0
user_94,signup_start,patient,web,33:42.0
user_95,app_open,doctor,web,32:42.0
user_95,signup_start,doctor,web,35:42.0
user_95,signup_complete,doctor,web,36:42.0
user_95,book_appointment,doctor,web,39:42.0
user_96,app_open,doctor,web,32:42.0
user_96,signup_start,doctor,web,34:42.0
user_96,signup_complete,doctor,web,35:42.0
user_96,book_appointment,doctor,web,42:42.0
user_96,submit_feedback,doctor,web,49:42.0
user_97,app_open,patient,web,32:42.0
user_98,app_open,patient,web,32:42.0
user_98,signup_start,patient,web,33:42.0
user_99,app_open,patient,web,32:42.0
user_100,app_open,doctor,mobile,32:42.0
user_100,signup_start,doctor,mobile,35:42.0
user_100,signup_complete,doctor,mobile,36:42.0
user_100,book_appointment,doctor,mobile,43:42.0
user_100,submit_feedback,doctor,mobile,49:42.0
